country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","26-04-2024 14:00:00",16.5150833,80.5181667,NH3,3,4,4
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","26-04-2024 14:00:00",16.5150833,80.5181667,CO,2,34,11
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","26-04-2024 14:00:00",14.675886,77.593027,NO2,12,13,12
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","26-04-2024 14:00:00",14.675886,77.593027,CO,24,40,35
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","26-04-2024 14:00:00",14.675886,77.593027,OZONE,15,60,29
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","26-04-2024 14:00:00",14.465052,78.824187,PM10,NA,NA,NA
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","26-04-2024 14:00:00",14.465052,78.824187,CO,10,16,14
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","26-04-2024 14:00:00",14.465052,78.824187,OZONE,84,95,86
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","26-04-2024 14:00:00",16.9872867,81.7363176,PM10,18,63,43
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","26-04-2024 14:00:00",16.9872867,81.7363176,NO2,5,118,34
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","26-04-2024 14:00:00",16.9872867,81.7363176,CO,6,50,22
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","26-04-2024 14:00:00",13.67,79.35,OZONE,35,83,61
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","26-04-2024 14:00:00",13.615387,79.409230,NH3,NA,NA,NA
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","26-04-2024 14:00:00",13.615387,79.409230,OZONE,2,53,18
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","26-04-2024 14:00:00",16.536107,80.594233,OZONE,14,65,36
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","26-04-2024 14:00:00",16.486692,80.699436,NH3,1,1,1
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","26-04-2024 14:00:00",16.509717,80.612222,PM2.5,35,88,59
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","26-04-2024 14:00:00",16.509717,80.612222,NH3,1,3,2
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","26-04-2024 14:00:00",16.509717,80.612222,SO2,5,9,6
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","26-04-2024 14:00:00",16.509717,80.612222,CO,33,42,41
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","26-04-2024 14:00:00",16.509717,80.612222,OZONE,5,74,36
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","26-04-2024 14:00:00",16.554731,80.649110,PM2.5,43,46,44
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","26-04-2024 14:00:00",16.554731,80.649110,CO,40,40,40
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","26-04-2024 14:00:00",17.72,83.3,NO2,41,62,52
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","26-04-2024 14:00:00",17.72,83.3,SO2,10,17,14
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","26-04-2024 14:00:00",27.103358,93.679645,PM10,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA","26-04-2024 14:00:00",26.2028636,91.70046436,PM2.5,30,132,72
India,Assam,Guwahati,"IITG, Guwahati - PCBA","26-04-2024 14:00:00",26.2028636,91.70046436,PM10,49,448,170
India,Assam,Guwahati,"IITG, Guwahati - PCBA","26-04-2024 14:00:00",26.2028636,91.70046436,NH3,5,5,5
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","26-04-2024 14:00:00",26.187500,91.744194,PM10,33,410,137
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","26-04-2024 14:00:00",26.181742,91.78063,CO,12,65,16
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","26-04-2024 14:00:00",26.349082,92.68449,OZONE,54,107,86
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","26-04-2024 14:00:00",26.446912,91.439057,PM10,42,209,119
India,Assam,Silchar,"Tarapur, Silchar - PCBA","26-04-2024 14:00:00",24.82827,92.79525,NH3,1,1,1
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","26-04-2024 14:00:00",25.5626095,84.663264,NH3,2,5,3
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","26-04-2024 14:00:00",24.75746,84.366208,NH3,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","26-04-2024 14:00:00",24.75746,84.366208,CO,13,32,21
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","26-04-2024 14:00:00",24.75746,84.366208,OZONE,1,76,44
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","26-04-2024 14:00:00",25.251013,86.989001,PM2.5,43,358,96
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","26-04-2024 14:00:00",25.251013,86.989001,SO2,13,17,15
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","26-04-2024 14:00:00",25.251013,86.989001,OZONE,46,49,47
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","26-04-2024 14:00:00",25.204762,85.514960,PM10,NA,NA,NA
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","26-04-2024 14:00:00",24.7955,84.9994,CO,26,62,44
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","26-04-2024 14:00:00",24.792403,84.992416,PM10,59,136,88
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","26-04-2024 14:00:00",24.792403,84.992416,SO2,3,10,7
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","26-04-2024 14:00:00",24.762518,84.982348,OZONE,7,102,40
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","26-04-2024 14:00:00",26.0881305,87.93840336,NO2,29,35,31
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","26-04-2024 14:00:00",26.0881305,87.93840336,NH3,9,10,10
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","26-04-2024 14:00:00",26.0881305,87.93840336,CO,2,22,5
India,Bihar,Munger,"Town Hall, Munger - BSPCB","26-04-2024 14:00:00",25.376776,86.471523,NO2,7,9,8
India,Bihar,Munger,"Town Hall, Munger - BSPCB","26-04-2024 14:00:00",25.376776,86.471523,CO,37,102,51
India,Bihar,Munger,"Town Hall, Munger - BSPCB","26-04-2024 14:00:00",25.376776,86.471523,OZONE,28,148,52
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","26-04-2024 14:00:00",26.11442,85.39813,PM2.5,145,391,264
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","26-04-2024 14:00:00",26.1403345,85.3650192,PM10,68,219,106
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","26-04-2024 14:00:00",26.1403345,85.3650192,SO2,4,4,4
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","26-04-2024 14:00:00",26.1209,85.3647,OZONE,48,96,67
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","26-04-2024 14:00:00",25.586562,85.043586,PM10,131,239,166
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","26-04-2024 14:00:00",25.586562,85.043586,NH3,3,3,3
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","26-04-2024 14:00:00",25.586562,85.043586,SO2,10,56,27
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","26-04-2024 14:00:00",25.586562,85.043586,OZONE,30,63,53
India,Bihar,Patna,"Muradpur, Patna - BSPCB","26-04-2024 14:00:00",25.619651,85.147382,NH3,2,5,4
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","26-04-2024 14:00:00",25.599486,85.113666,PM10,124,447,193
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","26-04-2024 14:00:00",25.599486,85.113666,SO2,2,35,17
India,Bihar,Patna,"Samanpura, Patna - BSPCB","26-04-2024 14:00:00",25.596727,85.085624,CO,24,120,78
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","26-04-2024 14:00:00",25.03280,85.41948,CO,18,40,32
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","26-04-2024 14:00:00",25.892357,86.590325,PM10,112,214,140
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","26-04-2024 14:00:00",25.859655,85.77944,PM2.5,72,233,120
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","26-04-2024 14:00:00",25.859655,85.77944,NH3,1,4,3
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","26-04-2024 14:00:00",25.859655,85.77944,OZONE,20,66,43
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","26-04-2024 14:00:00",24.952822,84.002396,PM10,35,115,79
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","26-04-2024 14:00:00",24.952822,84.002396,NO2,20,111,60
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","26-04-2024 14:00:00",24.952822,84.002396,CO,46,90,90
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","26-04-2024 14:00:00",26.2271665,84.3570427,PM10,75,117,91
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","26-04-2024 14:00:00",30.735567,76.775714,PM2.5,15,90,57
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","26-04-2024 14:00:00",30.735567,76.775714,SO2,5,46,21
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","26-04-2024 14:00:00",30.735567,76.775714,OZONE,3,199,95
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","26-04-2024 14:00:00",30.719859,76.738637,CO,32,93,50
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","26-04-2024 14:00:00",30.719859,76.738637,OZONE,7,71,45
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","26-04-2024 14:00:00",21.194815,81.314770,PM10,51,99,70
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","26-04-2024 14:00:00",21.194815,81.314770,NO2,18,32,25
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","26-04-2024 14:00:00",21.185571,81.343175,PM10,28,81,50
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","26-04-2024 14:00:00",21.185571,81.343175,OZONE,9,69,44
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","26-04-2024 14:00:00",21.224231,81.408350,PM10,39,131,87
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","26-04-2024 14:00:00",21.224231,81.408350,NO2,18,63,33
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","26-04-2024 14:00:00",21.224231,81.408350,CO,13,113,30
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","26-04-2024 14:00:00",22.08815,82.13737,PM10,29,83,52
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","26-04-2024 14:00:00",22.08815,82.13737,SO2,1,32,15
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","26-04-2024 14:00:00",22.08815,82.13737,CO,8,34,30
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","26-04-2024 14:00:00",22.368195,82.746431,NO2,23,66,44
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","26-04-2024 14:00:00",21.258815,81.578979,PM2.5,33,51,45
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","26-04-2024 14:00:00",21.258815,81.578979,PM10,41,92,63
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","26-04-2024 14:00:00",21.258815,81.578979,CO,20,31,30
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","26-04-2024 14:00:00",21.219665,81.630094,NO2,NA,NA,NA
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","26-04-2024 14:00:00",21.237755,81.705301,NO2,16,17,16
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","26-04-2024 14:00:00",21.237755,81.705301,CO,22,44,33
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","26-04-2024 14:00:00",21.371751,81.664929,NO2,27,78,47
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","26-04-2024 14:00:00",21.371751,81.664929,CO,13,68,41
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","26-04-2024 14:00:00",28.647622,77.3158090,PM2.5,32,403,200
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","26-04-2024 14:00:00",28.647622,77.3158090,PM10,110,401,249
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","26-04-2024 14:00:00",28.4706914,77.1099364,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Bawana, Delhi - DPCC","26-04-2024 14:00:00",28.776200,77.051074,SO2,5,47,20
India,Delhi,Delhi,"Bawana, Delhi - DPCC","26-04-2024 14:00:00",28.776200,77.051074,CO,6,67,35
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","26-04-2024 14:00:00",28.5512005,77.2735737,PM2.5,27,363,157
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","26-04-2024 14:00:00",28.5512005,77.2735737,PM10,86,436,220
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","26-04-2024 14:00:00",28.656756,77.227234,NO2,21,335,166
India,Delhi,Delhi,"DTU, Delhi - CPCB","26-04-2024 14:00:00",28.7500499,77.1112615,SO2,34,42,37
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","26-04-2024 14:00:00",28.498571,77.264840,NH3,5,9,7
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","26-04-2024 14:00:00",28.5710274,77.0719006,NH3,3,5,4
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","26-04-2024 14:00:00",28.5627763,77.1180053,NO2,5,20,11
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","26-04-2024 14:00:00",28.5627763,77.1180053,CO,34,119,78
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","26-04-2024 14:00:00",28.5627763,77.1180053,OZONE,4,127,57
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","26-04-2024 14:00:00",28.6811736,77.3025234,PM10,46,148,113
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","26-04-2024 14:00:00",28.6811736,77.3025234,SO2,6,36,20
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","26-04-2024 14:00:00",28.6811736,77.3025234,OZONE,2,16,11
India,Delhi,Delhi,"ITO, Delhi - CPCB","26-04-2024 14:00:00",28.628624,77.241060,OZONE,7,118,36
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","26-04-2024 14:00:00",28.732820,77.170633,PM2.5,25,318,182
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","26-04-2024 14:00:00",28.732820,77.170633,NH3,6,34,15
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","26-04-2024 14:00:00",28.732820,77.170633,OZONE,4,124,61
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","26-04-2024 14:00:00",28.580280,77.233829,NO2,31,214,130
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","26-04-2024 14:00:00",28.588333,77.221667,PM2.5,NA,NA,NA
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","26-04-2024 14:00:00",28.588333,77.221667,CO,58,58,58
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","26-04-2024 14:00:00",28.5918245,77.2273074,NO2,4,68,17
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","26-04-2024 14:00:00",28.611281,77.237738,NO2,27,241,163
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","26-04-2024 14:00:00",28.611281,77.237738,CO,NA,NA,NA
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","26-04-2024 14:00:00",28.636429,77.201067,CO,6,68,19
India,Delhi,Delhi,"Mundka, Delhi - DPCC","26-04-2024 14:00:00",28.684678,77.076574,NO2,1,12,2
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","26-04-2024 14:00:00",28.60909,77.0325413,CO,26,50,35
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","26-04-2024 14:00:00",28.570173,76.933762,NH3,5,15,9
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","26-04-2024 14:00:00",28.570173,76.933762,SO2,9,20,14
India,Delhi,Delhi,"Narela, Delhi - DPCC","26-04-2024 14:00:00",28.822836,77.101981,SO2,5,44,24
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA","26-04-2024 14:00:00",28.57834,77.18400,NO2,6,42,22
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","26-04-2024 14:00:00",28.530785,77.271255,NH3,6,9,7
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","26-04-2024 14:00:00",28.530785,77.271255,CO,36,135,67
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","26-04-2024 14:00:00",28.674045,77.131023,PM2.5,4,280,128
India,Delhi,Delhi,"Pusa, Delhi - IMD","26-04-2024 14:00:00",28.636110,77.173332,PM10,109,234,162
India,Delhi,Delhi,"Pusa, Delhi - IMD","26-04-2024 14:00:00",28.636110,77.173332,NO2,8,31,21
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","26-04-2024 14:00:00",28.563262,77.186937,CO,7,124,47
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","26-04-2024 14:00:00",28.6514781,77.1473105,PM10,86,500,262
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","26-04-2024 14:00:00",28.531346,77.190156,NH3,6,13,9
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","26-04-2024 14:00:00",28.699793,77.165453,NH3,12,13,12
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","26-04-2024 14:00:00",23.107969,72.574648,CO,9,46,14
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","26-04-2024 14:00:00",22.977134,72.553024,PM2.5,52,314,115
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","26-04-2024 14:00:00",23.002657,72.591912,NO2,23,76,38
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","26-04-2024 14:00:00",23.002657,72.591912,OZONE,17,60,39
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","26-04-2024 14:00:00",23.020509,72.579261,PM10,65,140,103
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","26-04-2024 14:00:00",23.020509,72.579261,NO2,43,53,46
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","26-04-2024 14:00:00",23.016834,72.625775,NO2,58,98,75
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","26-04-2024 14:00:00",23.023389,72.515201,PM2.5,88,135,94
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","26-04-2024 14:00:00",23.023389,72.515201,OZONE,8,38,16
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","26-04-2024 14:00:00",23.076793,72.627874,NH3,5,7,6
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","26-04-2024 14:00:00",23.043070,72.562968,PM10,64,148,105
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","26-04-2024 14:00:00",23.043070,72.562968,CO,20,127,47
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","26-04-2024 14:00:00",21.613267,73.010555,PM2.5,45,96,59
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","26-04-2024 14:00:00",21.613267,73.010555,PM10,54,89,73
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","26-04-2024 14:00:00",21.613267,73.010555,NO2,32,33,32
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","26-04-2024 14:00:00",23.243639,72.68994,PM2.5,NA,NA,NA
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","26-04-2024 14:00:00",23.243639,72.68994,OZONE,36,59,38
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","26-04-2024 14:00:00",23.221714,72.654328,PM2.5,27,64,42
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","26-04-2024 14:00:00",23.221714,72.654328,CO,14,44,19
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","26-04-2024 14:00:00",22.410802,73.097923,PM2.5,72,340,199
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","26-04-2024 14:00:00",20.362421,72.918013,NH3,2,2,2
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","26-04-2024 14:00:00",22.969611,72.643500,NH3,8,13,10
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","26-04-2024 14:00:00",30.379589,76.778328,NH3,NA,NA,NA
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","26-04-2024 14:00:00",30.379589,76.778328,SO2,NA,NA,NA
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","26-04-2024 14:00:00",30.379589,76.778328,CO,NA,NA,NA
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","26-04-2024 14:00:00",28.6701,76.9254,PM2.5,7,333,162
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","26-04-2024 14:00:00",28.6701,76.9254,NH3,8,9,9
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","26-04-2024 14:00:00",28.3419248,77.319699,PM2.5,90,430,292
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","26-04-2024 14:00:00",28.806223,76.141105,NH3,6,6,6
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","26-04-2024 14:00:00",28.206800,76.799700,CO,8,68,28
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","26-04-2024 14:00:00",28.39072,77.30059,PM2.5,113,393,268
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","26-04-2024 14:00:00",28.39072,77.30059,NH3,1,8,5
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","26-04-2024 14:00:00",28.39072,77.30059,CO,4,79,31
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","26-04-2024 14:00:00",28.376058,77.315741,NO2,30,32,31
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","26-04-2024 14:00:00",28.4417,77.3217,PM10,138,150,143
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","26-04-2024 14:00:00",28.4417,77.3217,NH3,9,9,9
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB","26-04-2024 14:00:00",28.4088421,77.3099081,PM2.5,18,346,124
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","26-04-2024 14:00:00",29.503664,75.467934,NO2,28,32,30
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","26-04-2024 14:00:00",28.4227,77.0667,PM2.5,118,500,318
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","26-04-2024 14:00:00",28.4275,77.1465,NO2,32,98,56
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","26-04-2024 14:00:00",28.4275,77.1465,CO,12,74,41
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","26-04-2024 14:00:00",28.4501238,77.0263051,SO2,19,49,34
India,Haryana,Jind,"Police Lines, Jind - HSPCB","26-04-2024 14:00:00",29.307814,76.337619,NH3,2,6,4
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","26-04-2024 14:00:00",29.8006,76.4155,NH3,8,8,8
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","26-04-2024 14:00:00",29.8006,76.4155,CO,4,54,29
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","26-04-2024 14:00:00",29.966942,76.875879,NO2,10,10,10
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","26-04-2024 14:00:00",29.966942,76.875879,NH3,3,5,5
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","26-04-2024 14:00:00",27.9002,76.9938,PM2.5,12,103,49
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB","26-04-2024 14:00:00",27.9002,76.9938,OZONE,21,37,30
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","26-04-2024 14:00:00",28.1485564,77.3320667,SO2,6,21,12
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","26-04-2024 14:00:00",30.7057778,76.8531805555555,NO2,9,11,10
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","26-04-2024 14:00:00",30.7057778,76.8531805555555,SO2,2,15,4
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","26-04-2024 14:00:00",30.7057778,76.8531805555555,OZONE,29,49,37
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","26-04-2024 14:00:00",29.497973,76.993331,PM10,NA,NA,NA
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","26-04-2024 14:00:00",28.52123,76.37138,SO2,6,8,7
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","26-04-2024 14:00:00",29.536400,75.015800,NH3,11,13,12
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","26-04-2024 14:00:00",29.536400,75.015800,CO,59,75,71
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","26-04-2024 14:00:00",30.1480566,77.2893471,PM10,69,163,104
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","26-04-2024 14:00:00",30.1480566,77.2893471,CO,6,92,48
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","26-04-2024 14:00:00",30.943887,76.801991,NO2,6,87,22
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","26-04-2024 14:00:00",30.943887,76.801991,CO,6,50,12
